op name, kernel name, exec duration (ms), global size, local size, output size
attn_norm-0,kernel_rms_norm_mul,0.008960,2048x1x1,1024x1x1,4096x2x1x1
Qcur-0,kernel_transpose_32_16,0.012032,1024x2x0,1x16x0,4096x2x1x1
Qcur-0,kernel_mul_mat_Ab_Bi_8x4,0.716032,1x1024x1,1x128x1,4096x2x1x1
Qcur-0,kernel_rope_norm_f32,0.003840,2048x2x1,64x1x1,128x32x2x1
Vcur-0,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Vcur-0,kernel_mul_mat_Ab_Bi_8x4,0.678144,1x256x1,1x128x1,1024x2x1x1
Kcur-0,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-0,kernel_mul_mat_Ab_Bi_8x4,0.667904,1x256x1,1x128x1,1024x2x1x1
Kcur-0,kernel_rope_norm_f32,0.003072,512x2x1,64x1x1,128x8x2x1
cache_k_l0 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l0 (view),kernel_set_rows_q4_0_head_i64,0.022016,8x8x1,8x8x1,1024x4096x1x1
 (copy),kernel_cpy_f32_f16,0.003840,4096x1x1,64x1x1,256x64x1x1
__fattn__-0,flash_attn_f32_q4_0_head,0.190976,64x64x0,64x1x0,128x32x2x1
attn_out-0,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-0,kernel_mul_mat_Ab_Bi_8x4,0.692992,1x1024x1,1x128x1,4096x2x1x1
ffn_inp-0,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
ffn_norm-0,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
ffn_gate-0,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_gate-0,kernel_mul_mat_Ab_Bi_8x4,0.845056,1x3584x1,1x128x1,14336x2x1x1
ffn_up-0,kernel_transpose_32_16,0.010752,1024x2x0,1x16x0,14336x2x1x1
ffn_up-0,kernel_mul_mat_Ab_Bi_8x4,0.850176,1x3584x1,1x128x1,14336x2x1x1
ffn_swiglu-0,kernel_swiglu,0.012032,1024x1x1,512x1x1,14336x2x1x1
ffn_out-0,kernel_transpose_32_16,0.032768,3584x2x0,1x16x0,4096x2x1x1
ffn_out-0,kernel_mul_mat_Ab_Bi_8x4,2.426112,1x1024x1,1x128x1,4096x2x1x1
l_out-0,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
attn_norm-1,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
Qcur-1,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
Qcur-1,kernel_mul_mat_Ab_Bi_8x4,0.698112,1x1024x1,1x128x1,4096x2x1x1
Qcur-1,kernel_rope_norm_f32,0.003072,2048x2x1,64x1x1,128x32x2x1
Vcur-1,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Vcur-1,kernel_mul_mat_Ab_Bi_8x4,0.668160,1x256x1,1x128x1,1024x2x1x1
Kcur-1,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-1,kernel_mul_mat_Ab_Bi_8x4,0.668928,1x256x1,1x128x1,1024x2x1x1
Kcur-1,kernel_rope_norm_f32,0.003072,512x2x1,64x1x1,128x8x2x1
cache_k_l1 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l1 (view),kernel_set_rows_q4_0_head_i64,0.022016,8x8x1,8x8x1,1024x4096x1x1
__fattn__-1,flash_attn_f32_q4_0_head,0.187904,64x64x0,64x1x0,128x32x2x1
attn_out-1,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-1,kernel_mul_mat_Ab_Bi_8x4,0.695040,1x1024x1,1x128x1,4096x2x1x1
ffn_inp-1,kernel_add,0.024832,128x1x1,64x1x1,4096x2x1x1
ffn_norm-1,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
ffn_gate-1,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_gate-1,kernel_mul_mat_Ab_Bi_8x4,0.856064,1x3584x1,1x128x1,14336x2x1x1
ffn_up-1,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_up-1,kernel_mul_mat_Ab_Bi_8x4,0.857088,1x3584x1,1x128x1,14336x2x1x1
ffn_swiglu-1,kernel_swiglu,0.012800,1024x1x1,512x1x1,14336x2x1x1
ffn_out-1,kernel_transpose_32_16,0.033024,3584x2x0,1x16x0,4096x2x1x1
ffn_out-1,kernel_mul_mat_Ab_Bi_8x4,2.428928,1x1024x1,1x128x1,4096x2x1x1
l_out-1,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
attn_norm-2,kernel_rms_norm_mul,0.006144,2048x1x1,1024x1x1,4096x2x1x1
Qcur-2,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
Qcur-2,kernel_mul_mat_Ab_Bi_8x4,0.698880,1x1024x1,1x128x1,4096x2x1x1
Qcur-2,kernel_rope_norm_f32,0.003072,2048x2x1,64x1x1,128x32x2x1
Vcur-2,kernel_transpose_32_16,0.012032,1024x2x0,1x16x0,1024x2x1x1
Vcur-2,kernel_mul_mat_Ab_Bi_8x4,0.670976,1x256x1,1x128x1,1024x2x1x1
Kcur-2,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-2,kernel_mul_mat_Ab_Bi_8x4,0.672000,1x256x1,1x128x1,1024x2x1x1
Kcur-2,kernel_rope_norm_f32,0.002048,512x2x1,64x1x1,128x8x2x1
cache_k_l2 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l2 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
__fattn__-2,flash_attn_f32_q4_0_head,0.188160,64x64x0,64x1x0,128x32x2x1
attn_out-2,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-2,kernel_mul_mat_Ab_Bi_8x4,0.695808,1x1024x1,1x128x1,4096x2x1x1
ffn_inp-2,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
ffn_norm-2,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
ffn_gate-2,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_gate-2,kernel_mul_mat_Ab_Bi_8x4,0.862976,1x3584x1,1x128x1,14336x2x1x1
ffn_up-2,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_up-2,kernel_mul_mat_Ab_Bi_8x4,0.861952,1x3584x1,1x128x1,14336x2x1x1
ffn_swiglu-2,kernel_swiglu,0.013056,1024x1x1,512x1x1,14336x2x1x1
ffn_out-2,kernel_transpose_32_16,0.033024,3584x2x0,1x16x0,4096x2x1x1
ffn_out-2,kernel_mul_mat_Ab_Bi_8x4,2.418944,1x1024x1,1x128x1,4096x2x1x1
l_out-2,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
attn_norm-3,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
Qcur-3,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
Qcur-3,kernel_mul_mat_Ab_Bi_8x4,0.697088,1x1024x1,1x128x1,4096x2x1x1
Qcur-3,kernel_rope_norm_f32,0.003072,2048x2x1,64x1x1,128x32x2x1
Vcur-3,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Vcur-3,kernel_mul_mat_Ab_Bi_8x4,0.668160,1x256x1,1x128x1,1024x2x1x1
Kcur-3,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-3,kernel_mul_mat_Ab_Bi_8x4,0.667136,1x256x1,1x128x1,1024x2x1x1
Kcur-3,kernel_rope_norm_f32,0.002816,512x2x1,64x1x1,128x8x2x1
cache_k_l3 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l3 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
__fattn__-3,flash_attn_f32_q4_0_head,0.187904,64x64x0,64x1x0,128x32x2x1
attn_out-3,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-3,kernel_mul_mat_Ab_Bi_8x4,0.692992,1x1024x1,1x128x1,4096x2x1x1
ffn_inp-3,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
ffn_norm-3,kernel_rms_norm_mul,0.006144,2048x1x1,1024x1x1,4096x2x1x1
ffn_gate-3,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_gate-3,kernel_mul_mat_Ab_Bi_8x4,0.845056,1x3584x1,1x128x1,14336x2x1x1
ffn_up-3,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_up-3,kernel_mul_mat_Ab_Bi_8x4,0.850176,1x3584x1,1x128x1,14336x2x1x1
ffn_swiglu-3,kernel_swiglu,0.011776,1024x1x1,512x1x1,14336x2x1x1
ffn_out-3,kernel_transpose_32_16,0.033024,3584x2x0,1x16x0,4096x2x1x1
ffn_out-3,kernel_mul_mat_Ab_Bi_8x4,2.409984,1x1024x1,1x128x1,4096x2x1x1
l_out-3,kernel_add,0.024832,128x1x1,64x1x1,4096x2x1x1
attn_norm-4,kernel_rms_norm_mul,0.006144,2048x1x1,1024x1x1,4096x2x1x1
Qcur-4,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
Qcur-4,kernel_mul_mat_Ab_Bi_8x4,0.694016,1x1024x1,1x128x1,4096x2x1x1
Qcur-4,kernel_rope_norm_f32,0.002816,2048x2x1,64x1x1,128x32x2x1
Vcur-4,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Vcur-4,kernel_mul_mat_Ab_Bi_8x4,0.667136,1x256x1,1x128x1,1024x2x1x1
Kcur-4,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-4,kernel_mul_mat_Ab_Bi_8x4,0.668160,1x256x1,1x128x1,1024x2x1x1
Kcur-4,kernel_rope_norm_f32,0.002048,512x2x1,64x1x1,128x8x2x1
cache_k_l4 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l4 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
__fattn__-4,flash_attn_f32_q4_0_head,0.185856,64x64x0,64x1x0,128x32x2x1
attn_out-4,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-4,kernel_mul_mat_Ab_Bi_8x4,0.692992,1x1024x1,1x128x1,4096x2x1x1
ffn_inp-4,kernel_add,0.024064,128x1x1,64x1x1,4096x2x1x1
ffn_norm-4,kernel_rms_norm_mul,0.006144,2048x1x1,1024x1x1,4096x2x1x1
ffn_gate-4,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_gate-4,kernel_mul_mat_Ab_Bi_8x4,0.841984,1x3584x1,1x128x1,14336x2x1x1
ffn_up-4,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_up-4,kernel_mul_mat_Ab_Bi_8x4,0.839936,1x3584x1,1x128x1,14336x2x1x1
ffn_swiglu-4,kernel_swiglu,0.013056,1024x1x1,512x1x1,14336x2x1x1
ffn_out-4,kernel_transpose_32_16,0.033024,3584x2x0,1x16x0,4096x2x1x1
ffn_out-4,kernel_mul_mat_Ab_Bi_8x4,2.424832,1x1024x1,1x128x1,4096x2x1x1
l_out-4,kernel_add,0.024832,128x1x1,64x1x1,4096x2x1x1
attn_norm-5,kernel_rms_norm_mul,0.006144,2048x1x1,1024x1x1,4096x2x1x1
Qcur-5,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
Qcur-5,kernel_mul_mat_Ab_Bi_8x4,0.694016,1x1024x1,1x128x1,4096x2x1x1
Qcur-5,kernel_rope_norm_f32,0.003072,2048x2x1,64x1x1,128x32x2x1
Vcur-5,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Vcur-5,kernel_mul_mat_Ab_Bi_8x4,0.667904,1x256x1,1x128x1,1024x2x1x1
Kcur-5,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-5,kernel_mul_mat_Ab_Bi_8x4,0.668928,1x256x1,1x128x1,1024x2x1x1
Kcur-5,kernel_rope_norm_f32,0.003072,512x2x1,64x1x1,128x8x2x1
cache_k_l5 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l5 (view),kernel_set_rows_q4_0_head_i64,0.022016,8x8x1,8x8x1,1024x4096x1x1
__fattn__-5,flash_attn_f32_q4_0_head,0.186880,64x64x0,64x1x0,128x32x2x1
attn_out-5,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-5,kernel_mul_mat_Ab_Bi_8x4,0.695040,1x1024x1,1x128x1,4096x2x1x1
ffn_inp-5,kernel_add,0.024832,128x1x1,64x1x1,4096x2x1x1
ffn_norm-5,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
ffn_gate-5,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_gate-5,kernel_mul_mat_Ab_Bi_8x4,0.851968,1x3584x1,1x128x1,14336x2x1x1
ffn_up-5,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_up-5,kernel_mul_mat_Ab_Bi_8x4,0.855040,1x3584x1,1x128x1,14336x2x1x1
ffn_swiglu-5,kernel_swiglu,0.013056,1024x1x1,512x1x1,14336x2x1x1
ffn_out-5,kernel_transpose_32_16,0.032768,3584x2x0,1x16x0,4096x2x1x1
ffn_out-5,kernel_mul_mat_Ab_Bi_8x4,2.419200,1x1024x1,1x128x1,4096x2x1x1
l_out-5,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
attn_norm-6,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
Qcur-6,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
Qcur-6,kernel_mul_mat_Ab_Bi_8x4,0.692992,1x1024x1,1x128x1,4096x2x1x1
Qcur-6,kernel_rope_norm_f32,0.003072,2048x2x1,64x1x1,128x32x2x1
Vcur-6,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Vcur-6,kernel_mul_mat_Ab_Bi_8x4,0.664832,1x256x1,1x128x1,1024x2x1x1
Kcur-6,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-6,kernel_mul_mat_Ab_Bi_8x4,0.666880,1x256x1,1x128x1,1024x2x1x1
Kcur-6,kernel_rope_norm_f32,0.002048,512x2x1,64x1x1,128x8x2x1
cache_k_l6 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l6 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
__fattn__-6,flash_attn_f32_q4_0_head,0.188928,64x64x0,64x1x0,128x32x2x1
attn_out-6,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-6,kernel_mul_mat_Ab_Bi_8x4,0.694784,1x1024x1,1x128x1,4096x2x1x1
ffn_inp-6,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
ffn_norm-6,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
ffn_gate-6,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_gate-6,kernel_mul_mat_Ab_Bi_8x4,0.848896,1x3584x1,1x128x1,14336x2x1x1
ffn_up-6,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_up-6,kernel_mul_mat_Ab_Bi_8x4,0.843008,1x3584x1,1x128x1,14336x2x1x1
ffn_swiglu-6,kernel_swiglu,0.013056,1024x1x1,512x1x1,14336x2x1x1
ffn_out-6,kernel_transpose_32_16,0.033024,3584x2x0,1x16x0,4096x2x1x1
ffn_out-6,kernel_mul_mat_Ab_Bi_8x4,2.420992,1x1024x1,1x128x1,4096x2x1x1
l_out-6,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
attn_norm-7,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
Qcur-7,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
Qcur-7,kernel_mul_mat_Ab_Bi_8x4,0.691968,1x1024x1,1x128x1,4096x2x1x1
Qcur-7,kernel_rope_norm_f32,0.003072,2048x2x1,64x1x1,128x32x2x1
Vcur-7,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Vcur-7,kernel_mul_mat_Ab_Bi_8x4,0.668928,1x256x1,1x128x1,1024x2x1x1
Kcur-7,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-7,kernel_mul_mat_Ab_Bi_8x4,0.672000,1x256x1,1x128x1,1024x2x1x1
Kcur-7,kernel_rope_norm_f32,0.003072,512x2x1,64x1x1,128x8x2x1
cache_k_l7 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l7 (view),kernel_set_rows_q4_0_head_i64,0.022016,8x8x1,8x8x1,1024x4096x1x1
__fattn__-7,flash_attn_f32_q4_0_head,0.186880,64x64x0,64x1x0,128x32x2x1
attn_out-7,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-7,kernel_mul_mat_Ab_Bi_8x4,0.700928,1x1024x1,1x128x1,4096x2x1x1
ffn_inp-7,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
ffn_norm-7,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
ffn_gate-7,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_gate-7,kernel_mul_mat_Ab_Bi_8x4,0.865024,1x3584x1,1x128x1,14336x2x1x1
ffn_up-7,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_up-7,kernel_mul_mat_Ab_Bi_8x4,0.854016,1x3584x1,1x128x1,14336x2x1x1
ffn_swiglu-7,kernel_swiglu,0.012032,1024x1x1,512x1x1,14336x2x1x1
ffn_out-7,kernel_transpose_32_16,0.033024,3584x2x0,1x16x0,4096x2x1x1
ffn_out-7,kernel_mul_mat_Ab_Bi_8x4,2.416128,1x1024x1,1x128x1,4096x2x1x1
l_out-7,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
attn_norm-8,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
Qcur-8,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
Qcur-8,kernel_mul_mat_Ab_Bi_8x4,0.691968,1x1024x1,1x128x1,4096x2x1x1
Qcur-8,kernel_rope_norm_f32,0.003072,2048x2x1,64x1x1,128x32x2x1
Vcur-8,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Vcur-8,kernel_mul_mat_Ab_Bi_8x4,0.667904,1x256x1,1x128x1,1024x2x1x1
Kcur-8,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-8,kernel_mul_mat_Ab_Bi_8x4,0.665856,1x256x1,1x128x1,1024x2x1x1
Kcur-8,kernel_rope_norm_f32,0.002048,512x2x1,64x1x1,128x8x2x1
cache_k_l8 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l8 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
__fattn__-8,flash_attn_f32_q4_0_head,0.186880,64x64x0,64x1x0,128x32x2x1
attn_out-8,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-8,kernel_mul_mat_Ab_Bi_8x4,0.691968,1x1024x1,1x128x1,4096x2x1x1
ffn_inp-8,kernel_add,0.024064,128x1x1,64x1x1,4096x2x1x1
ffn_norm-8,kernel_rms_norm_mul,0.006144,2048x1x1,1024x1x1,4096x2x1x1
ffn_gate-8,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_gate-8,kernel_mul_mat_Ab_Bi_8x4,0.846848,1x3584x1,1x128x1,14336x2x1x1
ffn_up-8,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_up-8,kernel_mul_mat_Ab_Bi_8x4,0.862976,1x3584x1,1x128x1,14336x2x1x1
ffn_swiglu-8,kernel_swiglu,0.013056,1024x1x1,512x1x1,14336x2x1x1
ffn_out-8,kernel_transpose_32_16,0.033024,3584x2x0,1x16x0,4096x2x1x1
ffn_out-8,kernel_mul_mat_Ab_Bi_8x4,2.420992,1x1024x1,1x128x1,4096x2x1x1
l_out-8,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
attn_norm-9,kernel_rms_norm_mul,0.005888,2048x1x1,1024x1x1,4096x2x1x1
Qcur-9,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
Qcur-9,kernel_mul_mat_Ab_Bi_8x4,0.691968,1x1024x1,1x128x1,4096x2x1x1
Qcur-9,kernel_rope_norm_f32,0.003072,2048x2x1,64x1x1,128x32x2x1
Vcur-9,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Vcur-9,kernel_mul_mat_Ab_Bi_8x4,0.666880,1x256x1,1x128x1,1024x2x1x1
Kcur-9,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-9,kernel_mul_mat_Ab_Bi_8x4,0.666880,1x256x1,1x128x1,1024x2x1x1
Kcur-9,kernel_rope_norm_f32,0.002048,512x2x1,64x1x1,128x8x2x1
cache_k_l9 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l9 (view),kernel_set_rows_q4_0_head_i64,0.022784,8x8x1,8x8x1,1024x4096x1x1
__fattn__-9,flash_attn_f32_q4_0_head,0.185088,64x64x0,64x1x0,128x32x2x1
attn_out-9,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-9,kernel_mul_mat_Ab_Bi_8x4,0.694016,1x1024x1,1x128x1,4096x2x1x1
ffn_inp-9,kernel_add,0.024064,128x1x1,64x1x1,4096x2x1x1
ffn_norm-9,kernel_rms_norm_mul,0.006144,2048x1x1,1024x1x1,4096x2x1x1
ffn_gate-9,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_gate-9,kernel_mul_mat_Ab_Bi_8x4,0.855040,1x3584x1,1x128x1,14336x2x1x1
ffn_up-9,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_up-9,kernel_mul_mat_Ab_Bi_8x4,0.851968,1x3584x1,1x128x1,14336x2x1x1
ffn_swiglu-9,kernel_swiglu,0.013056,1024x1x1,512x1x1,14336x2x1x1
ffn_out-9,kernel_transpose_32_16,0.033024,3584x2x0,1x16x0,4096x2x1x1
ffn_out-9,kernel_mul_mat_Ab_Bi_8x4,2.417920,1x1024x1,1x128x1,4096x2x1x1
l_out-9,kernel_add,0.024832,128x1x1,64x1x1,4096x2x1x1
attn_norm-10,kernel_rms_norm_mul,0.006144,2048x1x1,1024x1x1,4096x2x1x1
Qcur-10,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
Qcur-10,kernel_mul_mat_Ab_Bi_8x4,0.692992,1x1024x1,1x128x1,4096x2x1x1
Qcur-10,kernel_rope_norm_f32,0.003072,2048x2x1,64x1x1,128x32x2x1
Vcur-10,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Vcur-10,kernel_mul_mat_Ab_Bi_8x4,0.665088,1x256x1,1x128x1,1024x2x1x1
Kcur-10,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-10,kernel_mul_mat_Ab_Bi_8x4,0.667904,1x256x1,1x128x1,1024x2x1x1
Kcur-10,kernel_rope_norm_f32,0.002048,512x2x1,64x1x1,128x8x2x1
cache_k_l10 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l10 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
__fattn__-10,flash_attn_f32_q4_0_head,0.186880,64x64x0,64x1x0,128x32x2x1
attn_out-10,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-10,kernel_mul_mat_Ab_Bi_8x4,0.692992,1x1024x1,1x128x1,4096x2x1x1
ffn_inp-10,kernel_add,0.025088,128x1x1,64x1x1,4096x2x1x1
ffn_norm-10,kernel_rms_norm_mul,0.006144,2048x1x1,1024x1x1,4096x2x1x1
ffn_gate-10,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_gate-10,kernel_mul_mat_Ab_Bi_8x4,0.848896,1x3584x1,1x128x1,14336x2x1x1
ffn_up-10,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,14336x2x1x1
ffn_up-10,kernel_mul_mat_Ab_Bi_8x4,0.871936,1x3584x1,1x128x1,14336x2x1x1
ffn_swiglu-10,kernel_swiglu,0.013056,1024x1x1,512x1x1,14336x2x1x1
ffn_out-10,kernel_transpose_32_16,0.033024,3584x2x0,1x16x0,4096x2x1x1
ffn_out-10,kernel_mul_mat_Ab_Bi_8x4,2.415872,1x1024x1,1x128x1,4096x2x1x1
l_out-10,kernel_add,0.024832,128x1x1,64x1x1,4096x2x1x1
attn_norm-11,kernel_rms_norm_mul,0.006144,2048x1x1,1024x1x1,4096x2x1x1
Qcur-11,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
Qcur-11,kernel_mul_mat_Ab_Bi_8x4,0.695040,1x1024x1,1x128x1,4096x2x1x1
Qcur-11,kernel_rope_norm_f32,0.003072,2048x2x1,64x1x1,128x32x2x1
Vcur-11,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Vcur-11,kernel_mul_mat_Ab_Bi_8x4,0.668928,1x256x1,1x128x1,1024x2x1x1
Kcur-11,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,1024x2x1x1
Kcur-11,kernel_mul_mat_Ab_Bi_8x4,0.664832,1x256x1,1x128x1,1024x2x1x1
Kcur-11,kernel_rope_norm_f32,0.002048,512x2x1,64x1x1,128x8x2x1
cache_k_l11 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
cache_v_l11 (view),kernel_set_rows_q4_0_head_i64,0.023040,8x8x1,8x8x1,1024x4096x1x1
__fattn__-11,flash_attn_f32_q4_0_head,0.187904,64x64x0,64x1x0,128x32x2x1
attn_out-11,kernel_transpose_32_16,0.011008,1024x2x0,1x16x0,4096x2x1x1
attn_out-11,kernel_mul_mat_Ab_Bi_8x4,0.691968,1x1024x1,1x128x1,4096x2x1x1
