646	43423
647	15385
648	18843
649	662
650	426
651	11206
652	466
653	59335
654	439
655	330
656	58090
657	330
658	1174
659	304
660	279
661	220
662	1049
663	20
664	34596
665	54248
666	315
667	279
668	26241
669	93401
670	1514
671	44662
672	50940
673	662
674	1102
675	574
676	10887
677	520
678	279
679	46506
680	27315
681	304
682	72098
683	1174
684	323
685	279
686	11258
687	1291
688	39520
689	17367
690	304
691	7295
692	662
693	1283
694	574
695	15910
696	555
697	3842
698	68573
699	323
700	59335
701	16662
702	7505
703	1254
704	819
705	675
706	1174
707	51075
708	1901
709	12997
710	1174
711	14253
712	18206
713	1174
714	56230
715	24852
716	417
717	1174
718	60410
719	81764
720	323
721	68134
722	11166
723	662
724	426
725	11206
726	466
727	4036
728	264
729	37849
730	3477
731	304
732	578
733	13690
734	49906
735	551
736	330
737	578
738	15718
739	374
740	559
741	1683
742	11559
743	19428
744	1174
745	449
746	53221
747	24601
748	505
749	7505
750	1254
751	819
752	675
753	320
754	1457
755	653
756	34551
757	82585
758	505
759	813
760	5178
761	439
762	54651
763	452
764	15278
765	364
766	82
767	9777
768	1169
769	883
770	1174
771	8563
772	426
773	11206
774	466
775	1174
776	51075
777	1901
778	12997
779	323
780	56230
781	24852
782	417
783	662
784	330
785	578
786	25460
787	10555
788	1174
789	330
790	7505
791	1254
792	819
793	675
794	323
795	8563
796	426
797	11206
798	466
799	3085
800	8541
801	29668
802	23442
803	279
804	11427
805	351
806	727
807	662
808	330
809	77425
810	284
811	284
812	284
813	220
814	1049
815	21
816	1389
817	3118
818	284
819	284
820	284
821	77425
822	763
823	220
824	1049
825	21
826	426
827	11206
828	466
829	59335
830	304
831	279
832	1514
833	94836
834	5439
835	555
836	4488
837	46207
838	28607
839	662
840	578
841	1514
842	574
843	961
844	315
845	264
846	4101
847	902
848	15109
849	2204
850	99468
851	82
852	1174
853	25891
854	18530
855	611
856	13149
857	3039
858	611
859	94836
860	662
861	763
862	264
863	220
864	1049
865	21
866	7274
867	1174
868	12637
869	12360
870	7505
871	1254
872	819
873	675
874	11054
875	426
876	11206
877	466
878	439
879	832
880	315
881	813
882	7075
883	1080
884	571
885	12
886	31
887	9958
888	551
889	330
890	358
891	10456
892	3318
893	449
894	264
895	7564
896	2663
897	8563
898	426
899	11206
900	466
901	1174
902	889
903	574
904	304
905	279
906	24657
907	4121
908	315
909	18530
910	1174
911	13149
912	3039
913	323
914	94836
915	520
916	279
917	5165
918	662
919	1283
920	6476
921	856
922	10868
923	304
924	44662
925	50940
926	662
927	330
928	1283
929	45877
930	330
931	18984
932	32320
933	330
934	389
935	279
936	220
937	1049
938	21
939	9417
940	315
941	279
942	12707
943	4101
944	1174
945	54943
946	1174
947	25891
948	330
949	25681
950	358
951	362
952	668
953	330
954	662
955	426
956	11206
957	466
958	59335
959	439
960	330
961	12656
962	330
963	304
964	279
965	220
966	1049
967	22
968	5788
969	315
970	2650
971	311
972	71727
973	15910
974	555
975	28978
976	648
977	432
978	85534
979	662
980	2650
981	311
982	71727
983	574
984	10887
985	520
986	14409
987	27315
988	304
989	279
990	7295
991	85303
992	315
993	473
994	43157
995	44774
996	323
997	48550
998	5721
999	662
1000	763
1001	264
1002	3477
1003	315
1004	279
1005	5788
1006	369
1007	578
1008	13690
1009	49906
1010	1174
1011	34596
1012	9940
1013	15274
1014	36221
1015	10555
1016	1174
1017	330
1018	8563
1019	426
1020	11206
1021	466
1022	12716
1023	264
1024	31687
1025	34104
1026	311
1027	279
1028	6566
1029	439
1030	12656
1031	662
1032	330
1033	15073
1034	426
1035	11206
1036	466
1037	59335
1038	304
1039	1403
1040	12631
1041	304
1042	220
1043	1049
1044	23
1045	1174
1046	6187
1047	4238
1048	4997
1049	31304
1050	555
1051	57337
1052	12366
1053	2009
1054	546
1055	72
1056	1174
1057	323
1058	4418
1059	798
1060	54275
1061	15910
1062	555
1063	12225
1064	398
1065	89453
1066	662
1067	426
1068	11206
1069	466
1070	45877
1071	264
1072	3752
1073	7086
1074	330
1075	26044
1076	330
1077	304
1078	4418
1079	798
1080	54275
1081	1174
1082	889
1083	9681
1084	3235
1085	449
1086	3752
1087	330
1088	18747
1089	330
1090	439
1091	279
1092	330
1093	11594
1094	10868
1095	2564
1096	889
1097	13280
1098	433
1099	1022
1100	449
1101	29988
1102	8318
1103	330
1104	662
1105	426
1106	11206
1107	466
1108	8810
1109	59335
1110	389
1111	264
1112	1403
1113	571
1114	12
1115	31
1116	961
1117	9417
1118	15952
1119	330
1120	468
1121	3171
1122	330
1123	304
1124	3297
1125	220
1126	1049
1127	23
1128	315
1129	279
1130	12707
1131	4101
1132	468
1133	1802
1134	279
1135	15371
1136	439
1137	3752
1138	330
1139	28933
1140	1611
1141	8506
1142	330
1143	662
1144	1283
1145	9922
1146	389
1147	279
1148	12707
1149	4101
1150	29878
1151	86493
1152	439
1153	330
1154	34221
1155	330
1156	304
1157	6841
1158	220
1159	1049
1160	23
1161	662
1162	1283
1163	1047
1164	264
1165	46350
1166	3560
1167	304
1168	5899
1169	18243
1170	315
1171	279
1172	12707
1173	4101
1174	49922
1175	1919
1176	304
1177	220
1178	679
1179	15
1180	1174
1181	439
1182	330
1183	735
1184	40608
1185	69168
1186	330
1187	662
1188	1283
1189	45877
1190	459
1191	13147
1192	28378
1193	19486
1194	369
1195	264
1196	6593
1197	63349
1198	662
1199	1283
1200	29786
1201	389
1202	279
1203	38088
1204	27129
1205	304
1206	99597
1207	264
1208	28378
1209	389
1210	12707
1211	551
1212	330
1213	40551
1214	264
1215	10896
1216	374
1217	264
1218	15234
1219	3217
1220	662
1221	63039
1222	2518
1223	499
1224	1440
1225	1148
1226	499
1227	364
1228	265
1229	7556
1230	922
1231	994
1232	499
1233	1541
1234	364
1235	83
1236	374
1237	1633
1238	33288
1239	719
1240	1070
1241	527
1242	52075
1243	389
1244	743
1245	889
1246	527
1247	14964
1248	520
1249	4737
1250	499
1251	1555
1252	16346
1253	323
1254	7231
1255	499
1256	279
1257	12410
1258	311
1259	2559
1260	1070
1261	323
1262	1427
1263	1093
1264	499
1265	1440
1266	1148
1267	499
1268	364
1269	265
1270	3815
1271	662
1272	330
1273	426
1274	11206
1275	466
1276	59335
1277	304
1278	279
1279	220
1280	679
1281	16
1282	4632
1283	25145
1284	85375
1285	15910
1286	555
1287	12366
1288	2009
1289	546
1290	72
1291	662
1292	77425
1293	284
1294	284
1295	17042
1296	5814
1297	284
1298	284
1299	23535
1300	1432
1301	284
1302	284
1303	284
1304	17042
1305	284
1306	284
1307	284
1308	23535
1309	1432
1310	284
1311	284
1312	284
1313	41445
1314	284
1315	284
1316	284
1317	23535
1318	1432
1319	284
1320	284
1321	284
1322	27315
1323	284
1324	284
1325	284
1326	220
1327	55160
1328	284
1329	16062
1330	30353
1331	284
1332	77425
1333	16062
1334	30353
1335	320
1336	43982
1337	1389
1338	85931
1339	551
1340	29749
1341	30353
1342	2652
1343	8620
1344	551
1345	61696
1346	250
1347	7518
1348	104
1349	2652
1350	220
1351	22708
1352	1389
1353	220
1354	20772
1355	883
1356	574
1357	264
1358	21102
1359	8620
1360	40360
1361	315
1362	279
1363	41462
1364	67946
1365	662
1366	32944
1367	449
1368	14851
1369	86008
1370	320
1371	14851
1372	14128
1373	883
1374	1174
1375	568
1376	374
1377	14134
1378	2663
1379	279
1380	12474
1381	315
1382	279
1383	8620
1384	74072
1385	662
1386	5414
1387	12474
1388	45715
1389	574
1390	311
1391	8854
1392	813
1393	3224
1394	439
1395	264
1396	6992
1397	8431
1398	41564
1399	1174
1400	719
1401	568
1402	19168
1403	12153
1404	311
1405	1304
1406	279
1407	5995
1408	55713
1409	662
1410	5414
1411	2324
1412	1174
1413	1093
1414	279
1415	4459
1416	3224
1417	1174
1418	574
1419	59097
1420	555
1421	279
1422	1556
1423	445
1424	1136
1425	276
1426	95079
1427	315
1428	220
1429	23532
1430	1174
1431	323
1432	813
1433	1566
1434	220
1435	868
1436	1667
1437	1051
1438	264
1439	892
1440	315
1441	4661
1442	6926
1443	59322
1444	662
1445	15073
1446	10541
1447	15453
1448	568
1449	574
1450	2697
1451	571
1452	12
1453	31
1454	3967
1455	311
1456	1023
1457	16483
1458	1174
1459	813
1460	4375
1461	3782
1462	311
1463	387
1464	49737
1465	32549
1466	304
1467	2225
1468	8620
1469	323
1470	11002
1471	32465
1472	7829
1473	662
1474	5046
1475	813
1476	76534
1477	4477
1478	1174
1479	7154
1480	37755
1481	7895
1482	45319
1483	617
1484	1027
1485	34683
1486	927
1487	279
1488	17051
1489	662
1490	1283
1491	706
1492	1027
1493	2663
1494	279
1495	330
1496	14128
1497	295
1498	571
1499	12
1500	31
1501	22425
1502	1122
1503	330
1504	323
1505	279
1506	330
1507	14128
1508	295
1509	571
1510	12
1511	31
1512	54384
1513	330
1514	555
1515	8620
1516	23531
1517	1174
1518	1418
1519	279
1520	2134
1521	315
1522	813
1523	990
1524	706
1525	5535
1526	1461
1527	311
1528	387
1529	11784
1530	311
1531	11104
1532	13016
1533	439
1534	330
1535	279
1536	8620
1537	9734
1538	61887
1539	1174
1540	15083
1541	580
1542	1174
1543	507
1544	1325
1545	1174
1546	42482
1547	1174
1548	58447
1549	1174
1550	51016
1551	1174
1552	28730
1553	20069
1554	1174
1555	426
1556	14081
1557	4091
1558	1174
1559	52194
1560	477
1561	426
1562	8039
1563	8458
1564	556
1565	330
1566	662
1567	77425
1568	284
1569	284
1570	9601
1571	284
1572	284
1573	77425
1574	46560
1575	8620
1576	32465
1577	19347
1578	46728
1579	279
1580	2324
1581	315
1582	279
1583	3229
1584	994
1585	66744
1586	264
1587	990
1588	1174
1589	264
1590	6725
1591	902
1592	54755
1593	32580
1594	8365
1595	311
1596	330
1597	279
1598	3345
1599	7902
1600	430
1601	8776
1602	8620
1603	3463
1604	1153
1605	1220
1606	1990
1607	1989
1608	323
1609	45651
1610	330
1611	662
1612	8876
1613	1690
1614	315
1615	16062
1616	30353
1617	364
1618	82
1619	45319
1620	4668
1621	45651
1622	323
1623	3925
1624	1174
1625	420
1626	6725
1627	374
1628	8104
1629	3062
1630	662
1631	13596
1632	2944
1633	1174
1634	11054
1635	555
1636	279
1637	8620
1638	44068
1639	12656
1640	26604
1641	1174
1642	374
1643	430
1644	8620
1645	45319
1646	527
1647	11383
1648	64694
1649	1174
1650	52144
1651	1303
1652	2317
1653	430
1654	2643
1655	387
1656	9959
1657	1174
1658	719
1659	902
1660	459
1661	16369
1662	19225
1663	1436
1664	387
1665	19655
1666	311
1667	1440
1668	662
1669	1789
1670	6617
1671	11104
1672	13016
1673	1174
1674	330
1675	578
1676	2753
1677	30357
1678	584
1679	1440
1680	279
1681	892
1682	1174
1683	279
1684	2035
1685	323
1686	279
1687	13463
1688	304
1689	279
1690	4092
1691	1174
1692	279
1693	810
1694	35473
1695	584
1696	527
1697	311
1698	13085
1699	433
1700	44447
1701	1174
1702	323
1703	279
1704	1121
1705	690
1706	387
1707	430
1708	584
1709	3060
1710	90700
1711	279
1712	33894
1713	477
1714	3775
1715	311
1716	3619
1717	433
1718	31155
1719	330
1720	662
1721	18587
1722	47809
1723	13533
1724	264
1725	4948
1726	8331
1727	4040
1728	311
1729	16062
1730	30353
1731	1174
1732	30674
1733	430
1734	279
1735	8205
1736	315
1737	279
1738	40360
1739	364
1740	82
1741	990
1742	2631
1743	18361
1744	315
1745	813
1746	4459
1747	2324
1748	1174
1749	4856
1750	1109
1751	279
1752	330
1753	312
1754	68243
1755	330
1756	22824
1757	8200
1758	1511
1759	369
1760	810
1761	7347
1762	74072
1763	662
1764	77425
1765	284
1766	284
1767	284
1768	23591
1769	1667
1770	284
1771	284
1772	284
1773	77425
1774	7648
1775	315
1776	1148
1777	374
1778	3967
1779	315
1780	16062
1781	30353
1782	364
1783	82
1784	2324
1785	4131
1786	505
1787	813
1788	45319
1789	662
1790	5414
1791	93367
1792	38950
1793	574
1794	16062
1795	58880
1796	8503
1797	1174
1798	264
1799	10555
1800	37038
1801	323
1802	40360
1803	2391
1804	279
1805	31402
1806	315
1807	13714
1808	676
1809	37230
1810	662
1811	16062
1812	30353
1813	574
1814	9405
1815	304
1816	220
1817	22708
1818	2652
1819	279
1820	4839
1821	7342
1822	2050
1823	374
1824	9987
1825	1174
1826	3734
1827	430
1828	433
1829	574
1830	3221
1831	18866
1832	2303
1833	526
1834	1174
1835	13370
1836	276
1837	17271
1838	320
1839	98475
1840	14189
1841	374
1842	264
1843	19214
1844	9322
1845	883
1846	662
1847	763
1848	3010
1849	2324
1850	1174
1851	568
1852	6646
1853	5678
1854	311
1855	9352
1856	311
1857	279
1858	6864
1859	3363
1860	315
1861	44472
1862	364
1863	276
1864	1174
1865	78771
1866	44116
1867	315
1868	279
1869	16062
1870	3070
1871	662
1872	15073
1873	16062
1874	30353
1875	364
1876	82
1877	6691
1878	8636
1879	20193
1880	1306
1881	568
1882	574
1883	9405
1884	1174
1885	323
1886	568
1887	574
1888	26310
1889	9408
1890	555
1891	813
1892	51166
1893	662
1894	1283
1895	1047
1896	459
1897	22916
1898	10868
1899	1174
1900	889
1901	8636
1902	3995
1903	662
1904	1283
1905	1101
1906	1047
1907	2380
1908	4376
1909	20820
1910	323
1911	832
1912	4376
1913	13219
1914	1174
1915	311
1916	8884
1917	568
1918	14134
1919	19813
1920	304
1921	813
1922	45319
1923	1174
1924	8051
1925	568
1926	2646
1927	34945
1928	813
1929	3094
1930	27510
1931	662
1932	15073
1933	578
1934	4538
1935	315
1936	264
1937	9099
1938	18640
1939	571
1940	12
1941	31
1942	4033
1943	1174
1944	813
1945	12822
1946	574
1947	7543
1948	389
1949	279
1950	5410
1951	6873
1952	315
1953	264
1954	3938
1955	8431
1956	41564
1957	551
1958	4007
1959	323
1960	16420
1961	8082
1962	315
1963	279
1964	15323
1965	1791
1966	1122
1967	53805
1968	315
1969	19675
1970	1174
1971	3925
1972	323
1973	32349
1974	662
1975	1283
1976	3010
1977	11922
1978	311
1979	617
1980	9124
1981	6807
1982	481
1983	45319
1984	555
1985	813
1986	4216
1987	27294
1988	1174
1989	719
1990	1521
1991	617
1992	1027
1993	5675
1994	662
1995	15073
1996	763
1997	279
1998	4216
1999	220
